Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Végetarien,Crémeux de chou-fleur aux amandes et à la fève tonka,Entrée,119 Kcal,4.23Euros€,(0.53€/part),15 min,20 min,500 g de de chou-fleur; 1/2 cube de bouillon; 1 feuille de laurier; 80 g de poudre d'amande; 250 ml de lait; sel; poivre; 1/4 defève tonkarâpée; 5 amandes entières,"Couper le chou-fleur en gros morceaux. Faire bouillir une grande casserole d'eau et y faire blanchir les morceaux de chou-fleur. Egoutter. | Vider la casserole et remettre de l'eau fraîche. Ajouter les morceaux de chou-fleur, le 1/2 cube de bouillon et le laurier. | Porter à ébullition puis baisser le feu, couvrir et laisser cuire pendant 20 minutes. Le chou-fleur est cuit lorsqu'il est tendre. Égoutter et réserver. | Dans le bol d'un blender, déposer les morceaux de chou-fleur, ajouter la poudre d'amandes et verser la moitié du lait. | Faire tourner et continuer à verser le lait restant petit à petit jusqu'à obtenir une consistance onctueuse et un peu mousseuse. Rectifier l'assaisonnement en sel et poivre. | Mélanger. Râper la fève tonka, goûter en cours d'assaisonnement et en ajouter si nécessaire. Trop dosée, la tonka se révèle un peu écurante. | Verser le crémeux dans des verrines puis laisser tiédir à air ambiant. Concasser grossièrement les amandes et en parsemer les verrines. Saupoudrer de quelques pincées de fève tonka.",Image non trouvée,https://www.ptitchef.com/recettes/entree/cremeux-de-chou-fleur-aux-amandes-et-a-la-feve-tonka-fid-512618
Mode Végetarien,Spaghetti au potimarron & à la sauge croustillante,Plat,Non spécifié,Non spécifié,Non spécifié,5 min,10 min,400 g despaghetti(ou tout autre type de pâtes si vous avez des préférences); 1potimarroncoupé en cubes et cuit; des feuilles desauge; beurre demi-sel; graines decourges; fleur de sel; poivredu moulin,"Poêlez au beurre (ou à l'huile d'olive si vous préférez) les cubes de potimarron cuit (vous pouvez les cuire à la vapeur ou au micro-ondes), quand ils sont bien dorés les réserver. | Pendant ce temps cuire les spaghetti al dente, et frire à la poêle, dans un peu de beurre, la sauge.",https://www.ptitchef.com/imgupl/recipe/spaghetti-au-potimarron-a-la-sauge-croustillante--md-338760p549499.jpg,https://www.ptitchef.com/recettes/plat/spaghetti-au-potimarron-a-la-sauge-croustillante-fid-509555
Mode Végetarien,Tarte au fromage et aux tomates sans pâte,Autre,592 Kcal,4.57Euros€,(0.76€/part),20 min,52 min,"2 tasses de miettes de pain frais passé au robot mais surtout pas de chapelure sèche; 1/4 de tasse de fromage suisse oucheddarPerron fort ou moyen râpé; 2 cuillère à table de beurre fondu; 2 à 3 grossestomatestranchées; 2 oignons verts ou rouges hachés minces; 1 cuillère à table de beurre; 1/2 cuillère à thé de sucre (facultatif, pour moi); 1 cuillère à thé de sel; 1/2 cuillère à thé debasilic; 1/4 cuillère à thé depoivre; 2oeufslégèrement battus; 1 tasse de crème claire; 1/2 tasse de fromage suisse ou cheddar Perron fort ou moyen râpé","Mélanger les miettes de pain, le fromage et le beurre. Presser dans le fond d'un moule à tarte de 9 à 11 pouces. | Cuire au four à 400 F pendant 10 à 12 minutes ou jusqu'à coloration dorée. Laisser refroidir. | Y superposer les tranches de tomates. Parsemer d'oignons verts ou rouges et de noix de beurre. Saupoudrer de sel, de sucre, de basilic et poivre. | Mélanger les oeufs, la crème et le fromage. Verser sur les tomates. | Cuire au four à 375 F de 30 à 40 minutes ou jusqu'à ce que le flan soit pris. | Servir chaud avec salade et vinaigrette aux tomates séchées.",https://www.ptitchef.com/imgupl/recipe/tarte-au-fromage-et-aux-tomates-sans-pate--md-336422p545924.jpg,https://www.ptitchef.com/recettes/autre/tarte-au-fromage-et-aux-tomates-sans-pate-et-sensationnelle-des-lundis-sans-viande-fid-494659
Mode Végetarien,"Blinis de butternut aux épices, accompagnement au chèvre, fruits secs et frais",Entrée,Non spécifié,Non spécifié,Non spécifié,30 min,2 min,225 g decourgebutternut; 1oeuf; 1 cuillère à soupe d?huile d?olive; 30 g de farine; 40 g de féta; 2 grosses cuillères à soupe de fromage blanc; 1 cuillère àcaféde cumin; 1 cuillère à café de curcuma; sel; 70 g de chèvre très frais; 8noisettes; 2dattes; un filet d'huile d'olive; sel; poivre; quelques grains de raisin blanc et de raisin noir; quelques pluches de persil plat,"Pour les blinis de butternut : Peler et détailler la chair de butternut en cubes. Les faire cuire dans de l'eau bouillante salée jusqu'à ce que les morceaux soient tendres. Casser l’œuf, monter le blanc en neige avec une pincée de sel, réserver. | Déposer le jaune dans le bol d'un blender. Ajouter la feta, le fromage blanc, les épices, l'huile d'olive et les cubes de butternut. Mixer jusqu'à obtenir une consistance homogène. | Verser l'ensemble dans un saladier, ajouter la farine, mélanger puis incorporer le blanc d’œuf délicatement à la spatule. Laisser reposer 30 minutes. | Pour l'accompagnement au chèvre : Ecraser le chèvre avec une fourchette, verser un peu d'huile d'olive, saler et poivrer. Hacher grossièrement les noisettes et détailler les dattes en petits cubes. Laver et sécher les grains de raisin, couper les plus gros en deux ou en rondelles. | Dans une poêle légèrement huilée, déposer l'équivalent d'une grosse cuillère à soupe de pâte à blinis et laisser cuire à feu moyen. Dès que blinis se détache et que la pâte est cuite au centre (tester avec le bout des doigts), le retourner afin de le faire cuire sur l'autre face. Répéter l'opération jusqu'à épuisement de la pâte. | Répartir les blinis sur des assiettes. Avec deux cuillères à café, former des petites quenelles de chèvre et les disposer sur les blinis. Parsemer de noisettes, de raisins et de dattes et finir par quelques pluches de persil plat. | Servir de suite.",https://www.ptitchef.com/imgupl/recipe/blinis-de-butternut-aux-epices-accompagnement-au-chevre-fruits-secs-et-frais--md-336409p545906.jpg,https://www.ptitchef.com/recettes/entree/blinis-de-butternut-aux-epices-accompagnement-au-chevre-fruits-secs-et-frais-fid-494501
Mode Végetarien,Pomme de terre aux noix de cajou,Plat,533 Kcal,7.57Euros€,(3.78€/part),10 min,20 min,4pommes de terre; 1 yaourt; 2 cuillères à soupe de noix de cajou non salées; 10 feuilles decurry; 1 cuillère à soupe demoutardebrune; 1 cuillère à soupe decurcuma; 1 cuillère àcaféde mélange curry; 1/2 cuillère à café de gingembre pilé; 1 cuillère à café de ghee; Sel,"Peler les pommes de terre, les couper en moyens morceaux puis les faire cuire dans de l'eau au départ froide. | Saler et ajouter la moitié de curcuma.Après cuisson, faire égoutter et réserver. | Dans une petite casserole ou sauteuse, faire chauffer le ghee, y faire crépiter les graines de moutarde, les feuilles de curry, la pâte de gingembre, le reste de curcuma, le curry et les noix de cajou concassées au mortier. | Incorporer les pommes de terre et mélanger sans trop écraser les pommes de terre. | Verser à peine 4 cuillères à soupe d'eau et le yaourt fouetté. Mélanger et réctifier le sel si besoin. | Déguster seul avec du pain ou en accompagnement d'un curry de viande.",https://www.ptitchef.com/imgupl/recipe/pomme-de-terre-aux-noix-de-cajou--md-331008p537892.jpg,https://www.ptitchef.com/recettes/plat/pomme-de-terre-aux-noix-de-cajou-fid-479002
Mode Végetarien,Boulettes de boeuf et courgettes au cumin,Plat,Non spécifié,Non spécifié,Non spécifié,10 min,30 min,"1Steak haché; 80 g decourgetterâpée et bien essorée; 1 cuillère à soupe de farine de pois chiches; 1 cuillère àcaféde cumin poudre; sel,piment; 1 cuillère à café de graines de sésame; 1 cuillère à café de graines de cumin; huile de sésame; 2tomatespelée et concassées; 1 pincée de sucre; 14 cuillère à café de  concentré de tomates; 1/4 de petit oignon haché; herbes de Provence; sel, piment","Pour les boulettes, mélangez le steak haché, la courgette râpée et la farine puis ajoutez le sel, le piment et le cumin poudre. Bien amalgamer et formez 6 boulettes. | Mélangez le cumin graines et le sésame dans une assiette et roulez vos boulettes dedans. | Faîtes dorer les boulettes dans une poêle avec un peu d'huile de sésame. Réservez. | Pour la sauce tomates, dans une casserole faîte cuire les tomates avec le concentré, l'oignon les herbes de provence, sel et piment, pendant 15 minutes. Mixez. | Ajoutez les boulettes de viande et laissez mijoter environ 15 minutes en rajoutant de l'eau si nécessaire.",https://www.ptitchef.com/imgupl/recipe/boulettes-de-boeuf-et-courgettes-au-cumin--md-327909p533339.jpg,https://www.ptitchef.com/recettes/plat/boulettes-de-boeuf-et-courgettes-au-cumin-fid-471048
Mode Végetarien,Pizza au pesto d'épinards et aux tomates du jardin,Autre,867 Kcal,11.79Euros€,(2.95€/part),25 min,30 min,"1/2 tasse de pesto d'épinards; 2 grossestomates, tranchées; 1 tasse d'olivesnoires, dénoyautées, tranchées; 1 bonne pincée dethymfrais; 1 bonne pincée deromarinfrais; Quelques tours de moulin à épices à pizza; 1 tasse de mozzarella râpé; 1 tasse de parmigiano reggiano râpé; 3/4 tasse d'eau; 1 cuillère à table d'huile d'olive; 1 cuillère à table de sucre; 1 cuillère à table de sel; 2 tasses de farine blanche à pain; 2 cuillères à table de levure pour machine à pain","Pâte à pizza à la map : Déposer tous les ingrédients dans la map tel que dans l'ordre indiqué. Programmer la machine à pain au cycle de levée pour pâte seulement. Au signal de levée, sortir la pâte, lui donner un coup de poing pour enlever les bulles d'air et pétrir à peine. | Couper la pâte en deux parties égales. Rouler et déposer sur deux tôles à pizza, préalablement huilées, en vous aidant des doigts et des paumes de la main pour les étendre et les faire adhérer à l'assiette. | Montage de la pizza : Étendre le pesto sur la pâte à pizza. Y déposer ensuite les tranches de tomates et d'olives. Assaisonner avec les herbes et épices. | Déposer les fromages en commençant d'abord par le mozzarella puis en terminant par le parmigiano. | Cuire au four préchauffé à 425 F de 25 à 30 minutes. | Retirer des assiettes à pizza, tailler en pointes et servir immédiatement.",Image non trouvée,https://www.ptitchef.com/recettes/autre/pizza-au-pesto-d-epinards-et-aux-tomates-du-jardin-fid-462152
Mode Végetarien,Pâtes aux poivrons et au fromage feta,Plat,Non spécifié,Non spécifié,Non spécifié,5 min,15 min,"2 tasses (500 ml) pâtes, au choix (mis des penne tricolores); 2  cuillères à thé (10 ml)huile d'olive; 1oignonémincé; 1 gousseail, émincée (mis le double); 1 poivron rouge, en lamelles; 1 poivron vert, en lamelles (orange pour moi); 1tomate, hachée (ébouillantée quelque secondes et pelée); ¼ tasse (60 ml) bouillon de poulet (mis ¾ tasse/180 ml); ¼ cuillère à thé (1 ml)basilic(frais); 1/4 cuillère à thé (1 ml) persil (frais); ¼ cuillère à thé (1 ml) poivre frais; Sel, au goût (très peu pour moi); 1 tasse (250 ml) fromage feta, en cubes; 10 olives, tranchées (noires et vertes); Ajout de ½ courgette jaune tranchée en mi-rondelles et de poivre)",Cuire les pâtes dans l'eau bouillante (salée) et réservez. | Chauffer l'huile à feu moyen faire revenir l'oignon et l'ail 3 à 5 minutes. | Ajouter les poivrons (+ courgette) et faire revenir pendant 3 à 5 minutes. | Ajouter la tomate et le bouillon de poulet et laisser cuire quelques minutes. | Mélanger le basilic et le persil aux pâtes. Ajouter le fromage et les olives. | Mélanger le tout et servez.,https://www.ptitchef.com/imgupl/recipe/pates-aux-poivrons-et-au-fromage-feta--md-324228p527545.jpg,https://www.ptitchef.com/recettes/plat/pates-aux-poivrons-et-au-fromage-feta-fid-461874
Mode Végetarien,"Rigatonis aux épinard, ricotta et parmesan",Plat,Non spécifié,Non spécifié,Non spécifié,10 min,15 min,"300 g de rigatonis; 1 gousse d'ail; 500 g d'épinardsfrais; 3 cuillères à soupe dericotta; sel, poivre etparmesanrappé","Faire revenir les épinards avec la gousse d'ail émincée dans une cuillère à soupe d'huile d'olive. | En parallèle, faire cuire les pâtes dans un grand volume d'eau. Saler et poivrer les épinards puis ajouter la ricotta. | Egoutter les pâtes en gardant un peu d'eau de cuisson, les ajouter aux épinards avec l'eau. | Ajouter le parmsean râpé. Vérifier l'assaisonnement.",Image non trouvée,https://www.ptitchef.com/recettes/plat/rigatonis-aux-epinard-ricotta-et-parmesan-fid-435757
Mode Végetarien,"Salade de haricots verts, vinaigrette a l'oeuf ecrase",Entrée,310 Kcal,5.79Euros€,(1.45€/part),15 min,5 min,800 g deharicotsverts; 4oeufs; Sel; 2échalotes; 1 bouquet deciboulette; 1 cuillère à soupe decâpres; 4 cornichons; 1 citron; 5 cuillères à soupe d'huile d'olive; Sel et poivre,"Préparer la vinaigrette : Hacher finement les échalotes, la ciboulette, les câpres et les cornichons égouttés. | Délayer le sel et le poivre dans le jus du citron et 1 cuillère à soupe d'eau. Ajouter l'huile d'olive en mélangeant bien. | Ajouter enfin les échalotes, la ciboulette, les câpres et les cornichons hachés. Rectifier l'assaisonnement. | Faire cuire 2 œufs durs et 2 autres mollets. Écaler les œufs durs et les réserver. | Écaler les œufs mollets et les recueillir dans un saladier. Les écraser avec une fourchette tout en ajoutant, petit à petit, la vinaigrette. | Ajouter les haricots verts égouttés et bien mélanger. | Garnir la salade des œufs durs et servir.",Image non trouvée,https://www.ptitchef.com/recettes/entree/salade-de-haricots-verts-vinaigrette-a-l-oeuf-ecrase-fid-426256
Mode Végetarien,Pancakes sales carottes/courgettes,Apéritif,462 Kcal,2.45Euros€,(1.22€/part),10 min,10 min,2courgettesmoyennes râpées; 2carottesmoyennes râpées; 1/2 cuillère àcaféde sel; 3oeufs; 125 g de farine levante; 3 cuillères à soupe de lait; Poivre/fines herbes au choix; De l'huile d'olive,"Mettre les courgettes râpées dans une passoire avec le sel pour environ 20 minutes. Bien les presser pour enlever l'eau . | Blanchir les carottes râpées pendant 2 minutes. Les rafraîchir et les presser pour bien les sécher. | Mélanger la farine avec le poivre,ajouter les œufs et le lait. | Ajouter les légumes et les herbes. | Cuire à la poêle dans un peu d'huile d'olive.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/pancakes-sales-carottescourgettes-fid-421521
Mode Végetarien,Salade de tomates et d'épeautre,Entrée,Non spécifié,Non spécifié,Non spécifié,10 min,35 min,"1 tasse d'épeautre; 2 oignons verts en tranches; 2tomatesen dés; 1 bouquet deroquette, déchiquetée; 1/4 tasses de feuilles de menthe fraîche, déchiquetée; 4 cuillères à thé de vinaigre de vin rouge; 1 petite gousse d'ailémincée; 1/2 cuillère à thé de sel; 1/4 cuillère à thé depoivre; 3 cuillères à soupe d'huile d'olive; 1 tasse de formage fêta en cubes","Rincez l'épeautre plusieurs fois à l'eau froide. Faites-le cuire dans une grande casserole d'eau bouillante salée de 30 à 35 minutes, jusqu'à ce qu'il soit cuit mais encore légèrement ferme. | Égouttez et rincez à l'eau froide; égouttez bien. Dans un saladier, mélangez l'épeautre cuit et refroidi, les oignons verts, les tomates, la roquette et la menthe. | Dans un petit bol, fouettez le vinaigre de vin rouge, l'ail, le sel et le poivre; en fouettant toujours, incorporez graduellement l'huile d'olive. | Versez la vinaigrette sur la salade et mélangez. Ajoutez les cubes de fromage féta. Laissez macérer quelques heures et décorer de bouquets de menthe fraîche.",https://www.ptitchef.com/imgupl/recipe/salade-de-tomates-et-d-epeautre--md-303774p496143.jpg,https://www.ptitchef.com/recettes/entree/salade-de-tomates-et-d-epeautre-fid-419323
Mode Végetarien,Soupe fraîche au concombre et yaourt grecque,Entrée,63 Kcal,1.34Euros€,(0.67€/part),Non spécifié,Non spécifié,un demi-concombre; 2pimentsverts doux; 1 yaourt grecque; le jus d’uncitron; 1 cuillère à café demoutarde; sel; poivre,"Peler et épépiner le concombre. Hacher finement les piments doux. Mettre les morceaux de concombre et les piments dans un blender et les hacher. | Ajouter le yaourt, le jus de citron, la moutarde, une pincée de sel et de poivre et mixer.",Image non trouvée,https://www.ptitchef.com/recettes/entree/soupe-fraiche-au-concombre-et-yaourt-grecque-fid-417470
Mode Végetarien,Cake courgettes/cheddar,Autre,354 Kcal,3.25Euros€,(0.54€/part),20 min,45 min,75 g de beurre; 200 g decourgettesrâpées; 225 g de farine levante; 125 g decheddarrâpé; 3oeufs; 4 cuillères a soupe de lait; 1/2 cuillère acaféde poudre de moutarde; sel; poivre,"Préchauffer le four a 180 degrés. | Faire fondre le beurre et le laisser refroidir. | Mélanger la farine levante avec la poudre de moutarde et le sel/poivre..Ajouter le cheddar râpé. | Battre les œufs,ajouter le lait et le beurre fondu. | Incorporer les courgettes dans le mélange sec et ajouter le liquide œufs/lait/beurre. | Mettre le mélange dans un moule a cake chemise et cuire pendant environ 45 minutes. | Mettre a refroidir sur une grille.",Image non trouvée,https://www.ptitchef.com/recettes/autre/cake-courgettescheddar-fid-410352
Mode Végetarien,Couscous kamut aux légumes!!,Plat,Non spécifié,Non spécifié,Non spécifié,10 min,1 heure,"1 cube bouillonlégumes; 2 goussesail; 4carottes; 2navets; 200gcitrouille; 700g courgette; 1 poignée amandes; coriandre, sel, poivre, cumin, piment; semoule","Dans un faitout verser 2 cuillères à soupe d'huile d'olive et faire revenir 2 gousses d'ail et les légumes coupés en gros morceaux pendant quelques minutes. | Ajouter un litre et demi d'eau puis le cube de bouillon, remuer afin de bien mélanger le tout. | Saler, poivrer puis ajouter les épices, gouter et modifier l'assaisonnement. | Laisser mijoter à couvert 1 bonne heure afin que les légumes soient bien fondant et se soient bien imprégnés de la saveur des épices. | Servir accompagné de semoule Kamut préparée selon les instruction figurant sur le paquet.",https://www.ptitchef.com/imgupl/recipe/couscous-kamut-aux-legumes--md-299044p488484.jpg,https://www.ptitchef.com/recettes/plat/couscous-kamut-aux-legumes-fid-400789
Mode Végetarien,Tarte pomme-pruneaux façon crumble !!,Dessert,Non spécifié,Non spécifié,Non spécifié,40 min,41 min,3 pommes; 10-15pruneauxdénoyautés; 90 g farine T65+ 30 g farine T65 bio; 30 g margarine + 2 cuillères àcafémargarine (margarine provamel bio au soja 70% mat grasse); 20 g graines de sésame; 2 cuillères à cafémielbio; 1 cuillère à soupe sirop agave (mag bio ou rayon ditétique GMS),"Pour la compote : Peler épépiner et couper les pommes en morceaux. Prendre une casserole et y verser les pommes et les pruneaux , cuire à couvert 15 minutes environ avec le sirop d'agave , afin de faire une compote mais pas trop cuite. | Pour la pâte : Pour les faignants pâte à dérouler toute prête. Pendant ce temps mélanger la farine, la margarine l'eau et le sucre et former une boule de pâte. Diviser en 6 boules et aplatir au rouleau (pas besoin de fariner, la pâte n'accroche pas) . | Garnir 6 moules à tartelettes puis piquer le fond afin d'éviter que la pâte ne gonfle à la cuisson. | Préchauffer le four à 180°C et précuire la pâte environ 10 minutes. | Sortir les tartelettes du four et disposer au fond une bonne quantité de compote. | Pour le crumble : Griller le sésame 1 minute à la poêle puis le mélanger avec le miel. Ajouter 30 g de farine et 2 cuillères à café de margarine. Sabler le crumble et disposer sur les tartelettes. | Enfourner de nouveau 15 minutes environ.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/tarte-pomme-pruneaux-facon-crumble-fid-398077
Mode Végetarien,Fleurs de courgettes farcies aux légumes d'été,Plat,113 Kcal,6.92Euros€,(1.15€/part),20 min,30 min,6 belles fleurs de courgettes; 2 grosses tomates bienmûres; 50 g d'olives vertes; 1 à deux tranches de pain sec; 1 petitecourgette; Herbes de Provence; 1 cuiller àcaféde maïzena,"Plonger les tomates dans l'eau bouillante, les émonder, les couper en dés. | Hacher finement les olives vertes. Couper la courgette en petits dés. | Dans un filet d'huile d'olive, faire revenir la courgette, les tomates et les olives. Ajouter les herbes de Provence. | Écraser le pain en miettes, l'ajouter aux légumes. Lier la sauce avec la maïzena délayée dans l'eau. Laisser réduire. | Préparer les fleurs de courgettes: Inciser la fleur au couteau pour en retirer le pistil, couper également à la base de la fleur les petites pointes piquantes. | Remplir délicatement les fleurs de courgettes de la préparation. Passer l'huile d'olive au pinceau. | Enfourner pour 20 à 30 minutes Th. 6.",Image non trouvée,https://www.ptitchef.com/recettes/plat/fleurs-de-courgettes-farcies-aux-legumes-d-ete-fid-394610
Mode Végetarien,Galettes de lentilles corail au curry,Autre,327 Kcal,1.34Euros€,(0.67€/part),20 min,24 min,100 g de lentilles corail; 1 petitecarotteémincée; 1 petit oignon; 500 ml d'eau; 1 cuillère àcaféde curry; 60 + 60 g de chapelure; 2 cuillères à soupe de farine; 1 blanc d'oeuf légèrement battu,"Dans une grande casserole, mélanger les lentilles, la carotte, l'oignon, l'eau et le curry. | Porter à ébullition et réduire la flamme Couvrir et laisser mijoter environ 20 minutes jusqu'à ce que le mélange épaississe. Laisser refroidir (une nuit, le lendemain la consistance était parfaite). | Incorporer 60 g de chapelure et former 4 boulettes. | Enrober de farine, les passer dans le blanc d’œuf puis dans le mélange reste de chapelure avec un peu de persil. | Dans une grand poêle anti-adhésive faire chauffer l'huile et faire dorer les galettes en les retournant régulièrement. | Egoutter sur du papier absorbant et servir chaud avec une sauce yaourt/ciboulette/citron.",Image non trouvée,https://www.ptitchef.com/recettes/autre/galettes-de-lentilles-corail-au-curry-fid-389847
Mode Végetarien,Tofu au tamari et sirop d'érable,Plat,964 Kcal,Non spécifié,Non spécifié,15 min,18 min,"1/2 tasse de sauce tamari; 1/2 tasse desirop d'érable; 1/2 cuillère à thé de poudre de chili; 1/2 cuillère à thé depoivre; 1/2 cuillère à thé de graines decoriandreconcassées; 1/2 cuillère à thé de poudre d'ail; 1 bloc (454 g) de tofu, coupé en petits dés; 2 cuillères à soupe d'huile de pépins deraisins; 227 g de pois sucrés, coupés en deux; 1 poivron orange ou rouge, coupé en dés; 227 g de champignons, tranchés; 230 g de nouilles udon au kamut; 2 cuillères à soupe de noix de cajou non salées, hachées grossièrement (facultatif)","Mélanger le sirop d'érable, la sauce tamari, la poudre de chili, le poivre, les graines de coriandre et la poudre d'ail. Y laisser mariner les cubes de tofu pour au moins 30 minutes. | Dans un wok ou un grand poêlon, faire sauter les pois sucrés dans l'huile pour environ 2 minutes. Ajouter le poivron et les champignons et faire sauter quelques minutes encore. Réserver les légumes cuits. | Faire chauffer dans le wok ou le grand poêlon, le tofu et sa marinade. Laisser chauffer environ 10 minutes. Égoutter le tofu et le réserver. | Faire cuire les nouilles comme indiqué sur l'emballage. Égoutter et remettre dans la casserole qui a servi à les faire cuire. Y ajouter la marinade restante du tofu. Bien mélanger et laisser reposer quelques minutes (le temps que les nouilles imbibent la marinade). | Déposer les pâtes sur une assiette de service. Ajouter les cubes de tofu et les légumes. Parsemer de noix de cajou si désiré. | Servir.Pourrait aussi être servi sur du riz ou des vermicelles de riz.",Image non trouvée,https://www.ptitchef.com/recettes/plat/tofu-au-tamari-et-sirop-d-erable-fid-368643
Mode Végetarien,"C'est l'heure de l'apéro. crostinis tomate, chèvre frais et tapenade fada",Apéritif,371 Kcal,4.01Euros€,(1€/part),20 min,2 min,12 tranches de pain de campagne; 3tomates; 100 g dechèvrefrais; de la tapenade ou du caviar d'aubergines; de l'huile d'olive; dupoivredu moulin; quelques feuilles de basilic et d'origan grossièrement hachées,"Faire griller le pain de campagne. Laver et sécher les tomates. Les couper en petits cubes. | Mélanger dans un bol le chèvre avec un filet d'huile d'olive, mélanger à la fourchette. | Répartir les cubes de tomates sur les tranches de pain. Ajouter un peu de chèvre. | Recouvrir d'un peu de tapenade ou de caviar d'aubergines. | Donner un tour de poivre du moulin. Parsemer de feuilles de basilic et d'origan.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/c-est-l-heure-de-l-apero-crostinis-tomate-chevre-frais-et-tapenade-fada-fid-362387
Mode Végetarien,Pâtes fraîches turques - eri?te makarna,Plat,Non spécifié,Non spécifié,Non spécifié,40 min,5 min,400 g farine + 1 bol; 2oeufs; 1 bol eau (approximativement); 3 cuillères à soupe farine de mais (polenta),"Dans un plat déposer les 400 g de farine. Casser les œufs dessus puis du bout des doigts les mélanger à la farine. | Ajouter peu à peu de l'eau et continuer de mélanger/malaxer jusqu'à obtention d'une boule homogène. Si le mélange est trop humide, ajouter un peu de farine du bol si nécessaire. Continuer de pétrir la pâte une bonne dizaine de minutes. | Découper la pâte en 3 morceaux égaux puis suivre la vidéo et les explications qui suivent pour le reste. A l'aide d'un rouleau à pâtisserie, étaler une première boule de pâte assez fine (1 à 2 mm d'épaisseur) sur une surface farinée. Recommencer avec les 2 autres boules. | Vous devriez maintenant avoir 3 disques de pâte. Superposer ces disques en mettant un peu de farine de mais (polenta) entre chaque pour éviter qu'ils ne collent entre eux. Découper les disques en deux dans le centre. Puis couper ensuite en bandes dans le sens de la largeur. | Prendre une bande et couper dans le sens de la largeur pour faire de petites pâtes. | Faire ensuite bouillir une grande quantité d'eau salée. Verser les pâtes dans l'eau bouillante et laisser cuire jusqu'à ce que les pâtes remontent à la surface. | Égoutter les pâtes et les passer légèrement sous l'eau froide pour éviter qu'elles ne collent. Servir immédiatement avec une noisette de beurre.",Image non trouvée,https://www.ptitchef.com/recettes/plat/pates-fraiches-turques-eri-te-makarna-fid-352329
Mode Végetarien,Pâtes spirelli au kamut sauce  goût champignon-fromage,Plat,509 Kcal,1.52Euros€,(0.76€/part),15 min,10 min,200 g pâtes spirelli au kamut (marque Lima en mag bio); 1 cube de bouillon delégumesvégétarien ( rapunzel mag bio); 3 cuillères à soupe Maizena; 300 ml lait de soja (Lima); 50-55 ml d'eau; 100 gchampignonsde paris; 2 cuillères à soupe levure maltée,"Cuire les pâtes comme indiqué sur le paquet puis réserver. | Verser dans une petite casserole le lait de soja le cube entier de bouillon de légumes et la maizena. Remuer bien avec un fouet afin de dissoudre le tout puis commencer à chauffer tout en continuant de remuer. | Au bout de quelques minutes le mélange va épaissir, ajouter l'eau, mélanger à nouveau. | Ajouter les champignons coupés en petits morceau puis la levure maltée. Mélanger. | Ne pas saler car le cube de bouillon est déjà salé. Goûter et ajuster la texture si besoin en ajoutant de l'eau si la béchamel est trop épaisse . | Verser sur les pâtes et servir !",Image non trouvée,https://www.ptitchef.com/recettes/plat/pates-spirelli-au-kamut-sauce-gout-champignon-fromage-fid-346318
Mode Végetarien,Légumes de printemps rôtis au four,Plat,Non spécifié,Non spécifié,Non spécifié,10 min,20 min,"1 botte d'aspergesvertes; 8 groschampignonsde Paris; 3 grappes de tomatescerises; 3courgettes; 4 gousses d'ail; huile d'olive; 1 citron non traité; quelques pluches de thym frais; 8 brins de romarin frais; sel, poivre du moulin; 8 tranches de jambon de Parme; des copeaux de parmesan","Laver les légumes. Détailler les courgettes en tagliatelles avec un économe. | Peler légèrement le bas des asperges et couper le pied. Enlever la terre et couper le pied des champignons. | Les couper en 2 ou en 4 si ils sont trop gros. Écraser les gousses d'ail avec la peau. | Disposer l'ensemble des légumes sur la lèchefrite. Répartir les gousses d'ail, le romarin et le thym. | Râper le zeste du citron et en parsemer les légumes. Saler et poivrer. Asperger les légumes d'un généreux filet d'huile d'olive. | Glisser la lèchefrite dans le four préchauffé à 210° pendant une vingtaine de minutes.",Image non trouvée,https://www.ptitchef.com/recettes/plat/legumes-de-printemps-rotis-au-four-fid-325969
Mode Végetarien,Galette de pommes de terre à la feta,Autre,577 Kcal,5.36Euros€,(1.34€/part),15 min,50 min,4pommes de terre; 5oeufs; 2 cuillères à soupe yaourt; 1 verre de farine; 1 sachet de levure chimique; 3 oignons frais; 3 cuillères à soupepersil; 200 gfeta; sel etpoivredu moulin; gruyère râpé (facultatif),"Éplucher les pommes de terre et les couper en rondelles assez fines. | Les faire cuire dans de l'eau salée une dizaine de minutes. | Dans un saladier, mélanger les œufs et le yaourt. Ajouter la farine et la levure et bien mélanger. | Ajouter le reste des ingrédients: les oignons frais émincés, le persil, la feta en dés, les pommes de terre, le sel et le poivre. Mélanger rapidement. | Verser dans un moule à tarte ou à manqué et mettre au four préchauffé à 180°C pendant 45 minutes environ. | Si vous le souhaitez, au bout de 30 minutes de cuisson, vous pouvez mettre du gruyère râpé sur la surface de la galette et laisser finir de cuire au four 15 minutes. | Démouler et servir chaud ou tiède avec une salade verte.",https://www.ptitchef.com/imgupl/recipe/galette-de-pommes-de-terre-a-la-feta--md-247438p399663.jpg,https://www.ptitchef.com/recettes/autre/galette-de-pommes-de-terre-a-la-feta-fid-304253
