Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Végetarien,Salade de pâtes qui épate,Entrée,1310 Kcal,2.17Euros€,(2.17€/part),Non spécifié,Non spécifié,de lamozzarella; de latomatecerise; de la tomate confite; de l'avocat; des pâtes cuites; 3 cuillères à soupe d'huile d'olive; 1 cuillère à soupe de vinaigre de Xérès; une cuillère à soupe depesto; sel et poivre,Préparer la salade en mélangeant tous ses ingrédients. | Préparer la vinaigrette et verser la sur la salade.,Image non trouvée,https://www.ptitchef.com/recettes/entree/salade-de-pates-qui-epate-fid-87957
Mode Végetarien,Tempeh au lait de coco,Plat,208 Kcal,3.48Euros€,(1.16€/part),10 min,12 min,1 rouleau de tempeh fumé; 20 cl de lait de coco; 3 gousses d'ail; 1tomate; sel; poivre; 1 cuillère àcaféde curry; 2 cuillères à soupe de sauce soja; 1/2 cuillère à soupe d'huile,"Couper le tempeh en rondelles ou en demi-lunes, le mélanger avec le curry et la sauce soja dans un bol. | Couper l'ail et la tomate. Mettre l'huile et l'ai dans le plat crisp et le faire dorer quelques minutes. Ajouter le tempeh avec la sauce et cuire 4 minutes. Ajouter ensuite la tomate, le poivre et le lait de coco et cuire 4 minutes. | Saler et servir.",Image non trouvée,https://www.ptitchef.com/recettes/plat/tempeh-au-lait-de-coco-fid-73677
Mode Végetarien,Paniers d'aubergine feuilletés,Autre,370 Kcal,2.39Euros€,(0.6€/part),10 min,38 min,1pâte feuilletée; 2aubergines; 1/2courgette; 1 gousse d'ail; huile d'olive; piment; 1 jaune d’oeuf,"Peler les aubergines et la courgette. | Les débiter en petits morceaux. Dégermer l'ail, l'émincer. | Mettre le tout dans un saladier, 8 minutes au micro-ondes à pleine puissance, avec une cuillère à soupe d'huile d'olive. | Vérifier la cuisson, si les légumes sont cuits, les passer au mixeur-plongeur, ou au blender. | En ajoutant un peu d'huile d'olive, jusqu'à obtenir une consistance souple. Assaisonner. | Découper la pâte feuilletée en 4, disposer au centre deux cuillères à soupe de caviar d'aubergine. | Refermer les paniers par les pointes, bien souder avec les doigts. | Battre le jaune d’œuf avec un peu d'eau, et dorer les paniers avec un pinceau. | Enfourner à four chaud, TH. 6 pour 1/2 heure.",Image non trouvée,https://www.ptitchef.com/recettes/autre/paniers-d-aubergine-feuilletes-fid-888578
Mode Végetarien,Muffins à la courgette et au chèvre,Apéritif,240 Kcal,2.48Euros€,(0.41€/part),15 min,25 min,1courgettemoyenne; 100 g dechèvreen bûche; 150 g de farine; 3 cuillères àcaféde levure; 1oeuf; 6 cl d'huile; 8 cl de lait; Sel,"Râper la courgette. Émietter le chèvre. | Préchauffer le four à 180° (thermostat 6). | Dans un saladier, tamiser la farine, la levure et une pincée de sel. | Dans un autre saladier, fouetter l’œuf avec l'huile et le lait. Ajouter la courgette et le chèvre. | Mélanger les 2 préparations sans trop travailler la pâter. | Beurrer et fariner les moules à muffins si vous n'utilisez pas de moules en silicone. | Répartir la pâte dans les moules et cuire 25 minutes environ.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/muffins-a-la-courgette-et-au-chevre-fid-372132
Mode Végetarien,Pommes de terre épinards-coco façon kikou,Plat,313 Kcal,3.72Euros€,(0.93€/part),15 min,15 min,3pommes de terreen rondelles; 400 g d'épinardsfrais; 1oignonrâpé; 1 gousse d'ailpressée; 1 cuillère à thé degingembre; 25 cl de lait de coco; 1 cuillère à café de coriandre en poudre; poivre blanc; sel; huile ou beurre,Faites chauffer dans une cocotte 2 cuillerées à soupe d'huile ou de beurre selon votre goût. Faites y dorer l'oignon quelques instants | Ajoutez l'ail et les pommes de terre. Salez | Laissez revenir quelques minutes en mélangeant très régulièrement afin d'éviter que les pommes de terre ne collent au fond | Saupoudrez de coriandre et ajoutez les épinards | Donnez quelques coups de cuillères et mouillez avec le lait de coco | Ajoutez en tout dernier la cuillère de gingembre râpé et mélangez bien | Couvrez et baissez le feu. Faites cuire ainsi jusqu'à ce que les pommes de terre soient bien fondantes,https://www.ptitchef.com/imgupl/recipe/pommes-de-terre-epinards-coco-facon-kikou--md-137275p206383.jpg,https://www.ptitchef.com/recettes/plat/pommes-de-terre-epinards-coco-facon-kikou-fid-113557
Mode Végetarien,Salade d'haricots verts.,Entrée,135 Kcal,3.3Euros€,(1.65€/part),10 min,10 min,500 gharicotsverts; 2 gousses d'ail; 1 anis étoilé; 1 cuillère àcaféd'huile de sésame; 1 cuillère à café de sauce de soja claire; 1 cuillère à soupe de vinaigre deriz; sel etpoivre,"Faites bouillir l'eau avec l'anis étoilé, quand l'eau est bouillante, ajoutez les haricots, laissez cuire pendant 8 à 10 minutes. | Trempez les haricots cuits dans l'eau froide. | Hachez finement l'ail, mélangez avec l'huile de sésame, sauce de soja, vinaigre, sel et poivre. | Bien égouttez les haricots, mettez les sur une assiette, arrosez de la sauce salade.",Image non trouvée,https://www.ptitchef.com/recettes/entree/salade-d-haricots-verts-fid-1328425
Mode Végetarien,Rutabagas aux carottes et à la crème,Plat,528 Kcal,Non spécifié,Non spécifié,5 min,15 min,2oignons; 600 g derutabagas; 600 g decarottes; 2 cuillères à soupe de fond de veau deshydraté; 1 cuillère àcaféde quatre épices; 400 ml de crème fraîche; 150 g depistachesnon salées; de l’huile d’olive,"Éplucher les carottes et les rutabagas, rincer sous l’eau froide, couper en rondelles ou en dés. | Faire chauffer un peu d’huile d’olive dans une grande poêle. Ajouter les oignons coupés en rondelles puis le miel. Laisser revenir quelques minutes. | Ajouter ensuite les légumes. Faire cuire une dizaine de minutes puis ajouter le quatre épices, le fond de veau en poudre et la crème. | Laisser mijoter à feux doux jusqu’à cuisson des légumes qui doivent être tendres. | Ajouter les pistaches concassées avant de servir.",Image non trouvée,https://www.ptitchef.com/recettes/plat/rutabagas-aux-carottes-et-a-la-creme-fid-1260592
Mode Végetarien,Riz et haricots au paprika,Plat,598 Kcal,2.22Euros€,(1.11€/part),10 min,15 min,1 tasse de riz brun cru; 1 tasse de haricots rouges cuits; 1 grosoignon; 1 poignée deharicotsplats; Thym; 2 cuillères à thé depaprika; Sel; poivre; 1/4 de cuillère à thé de piment antillais haché,"Faire cuire le riz en suivant les indications écrites sur l’emballage. Le riz brun a toujours besoin de plus de temps de cuisson que le riz blanc. | Faire revenir l’oignon et ajouter les haricots plats coupés, puis les haricots rouges. Assaisonner avec le sel, le poivre, le paprika, le thym, puis mettre le piment. | Ajouter le riz aux légumes et mélanger le tout.",Image non trouvée,https://www.ptitchef.com/recettes/plat/riz-et-haricots-au-paprika-fid-846215
Mode Végetarien,Cannelloni aux épinards et à la ricotta,Autre,254 Kcal,Non spécifié,Non spécifié,1 heure,40 min,Cannelloni prêts à cuire; 500 g d'épinardfrais; 250 g dericotta; 30 g deparmesanrâpé; 500 g de coulis detomates; 1 cuillère à soupe  de concentré de tomate; 1oignon; Herbes de Provence; Noix de muscade; Huile; Sel et poivre,"Bien laver les épinards et les cuire 10 minutes à la vapeur.Pendant ce temps, préparer la sauce tomate. | Émincer l'oignon et le faire revenir avec un peu d'huile dans une poêle. | Ajouter le coulis de tomates, le concentré de tomates, les herbes de Provence, du sel et du poivre. | Laisser mijoter 10 minutes. Votre coulis doit être assez liquide. | Bien égoutter les épinards et les presser pour éliminer le plus d'eau possible. | Mixer les épinards, la ricotta, le parmesan, la noix de muscade, le sel et le poivre.Préchauffer le four à 200° (thermostat 6/7). | Mettre la farce dans une poche à douille (ou fabriquez-vous en une avec un sac congélation dont vous aurez couper un coin) et farcir les cannelloni. | Napper le fond d'un plat à gratin de sauce tomate. | Disposer les cannelloni dans un plat, les couvrir de sauce tomate et cuire 30 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/autre/cannelloni-aux-epinards-et-a-la-ricotta-fid-654583
Mode Végetarien,Börek bulgare - banitsa,Autre,721 Kcal,10.82Euros€,(1.8€/part),50 min,40 min,2 paquets de pâte filo (une vingtaine de feuilles de filo ou 6 yufkas turcs); 200 g gruyère ouCheddar; 500 gFeta; 7oeufs; 100 g beurre fondu; 100 ml eau gazeuse; 250 ml yaourt; 1 grosse pincée de bicarbonate,"Dans un grand saladier, mélanger le yaourt et le bicarbonate. Ajouter 6 œufs (en garder un pour plus tard), le gruyère râpé, la feta coupée en petits dés et le beurre fondu. Bien mélanger le tout. | Sur la plaque de votre four préalablement graissée ou recouverte de papier sulfurisé, déposer 1 yufka ou bien 2 ou 3 feuilles de filo. Verser un peu du mélange aux œufs et au fromage sur toute la surface. Recommencer jusqu'à ce que vous ayez utilisé toutes les feuilles de filo (ou de yufka). | Dans un bol mélanger le 7ème œuf battu avec l'eau gazeuse. Verser ce mélange sur toute la surface de la dernière feuille de filo. Pré-découper le banitsa en carrés d'environ 5 cm de coté (découper en damier). | Mettre au four préchauffé à 200C pendant 30 à 40 minutes. | A la sortie du four, avec les mains mouillées, éclabousser du bout des doigts le banitsa d'eau. Recouvrir d'un linge humide et laisser refroidir 5 à 10 minutes avant de servir.",Image non trouvée,https://www.ptitchef.com/recettes/autre/borek-bulgare-banitsa-fid-218405
Mode Végetarien,Mini lasagnes en mini cocotte à la ricotta,Plat,296 Kcal,7.15Euros€,(1.79€/part),20 min,50 min,10 feuilles de lasagnes; 250 g dericotta; 350 g de pulpe detomates; 2 grosses cuillères àcaféde double concentré de tomates; 1oignon; 1 gousse d'ail; 6 feuilles de laurier; 1 petite branche de thym; 1 petite branche de romarin; 5 feuilles de basilic + quelques unes pour la finition; 1 morceau de parmesan; 1/2 cuillère à café de sucre; 1/2 cuillère à café de vinaigre balsamique; sel et poivre; huile d'olive,"Peler et émincer très finement la gousse d'ail et l'oignon. Dans une sauteuse, les faire revenir à feu doux avec un peu d'huile d'olive. Saler et poivrer. | Au bout de quelques minutes, verser la pulpe de tomates, bien mélanger et ajouter le sucre, le vinaigre balsamique, 2 feuilles de laurier, les branches de thym et de romarin. | Finir par le double concentré de tomates légèrement délayé avec de l'eau. Vérifier l'assaisonnement en poivrant et salant légèrement. Couvrir et laisser mijoter à feu doux pendant 30 minutes. | Pendant ce temps, faire cuire 3 minutes les feuilles de lasagnes dans de l'eau bouillante salée. Les égoutter, les couper en deux et verser un filet d'huile d'olive dessus afin qu'elles ne collent pas entre elles en attendant le montage. | Dans un bol, verser la ricotta et y ajouter un filet d'huile d'olive, les feuilles de basilic émincées, saler et poivrer. Mélanger à la fourchette et rectifier l'assaisonnement si nécessaire. | Montage et cuisson. Déposer dans le fond de chaque mini cocotte, une feuille de lasagne. Couvrir avec un peu de sauce tomate. Remettre deux feuilles de lasagnes l'une sur l'autre, répartir dans chaque mini cocotte la préparation à la ricotta. Couvrir d'une feuille de lasagne et finir par le coulis de tomates en posant une feuille de laurier. Enfourner pour 20 minutes dans un four préchauffé à 200°C. | Finition et service. Sortir les lasagnes du four et enlever la feuille de laurier. Parsemer de parmesan tout juste râpé, donner un tour de poivre du moulin et verser un léger filet d'huile d'olive. Finir par quelques feuilles de basilic émincées.",Image non trouvée,https://www.ptitchef.com/recettes/plat/mini-lasagnes-en-mini-cocotte-a-la-ricotta-fid-181750
Mode Végetarien,Chili sin carne (mais avec potimarron!),Plat,331 Kcal,7.75Euros€,(1.94€/part),15 min,45 min,2 boîtes de haricots rouges (+- 450 g égouttés); 1 boîte detomatespelées en cubes (400 g); 1 boîte de pulpe de tomates (400 g); 1 grosoignon; 2 gousses d'ail; 1 petit potimarron; 250 ml d'eau; 1 sachet d'épices spécial chili con carne (ou les faire soi-même comme ici); 1/2 bouquet decoriandrefraîche; 1 cuillère à soupe d'huile d'olive,"Peler le potimarron et le couper en cubes. | Emincer l'oignon et hacher la gousse d'ail. Les faire revenir 10 minutes dans l'huile d'olive. | Ajouter les cubes de potimarron, les deux boîtes de tomates et l'eau. | Bien mélanger et laisser cuire à feu doux jusqu'à ce que le potimarron soit tendre (+- 45 minutes). | Ajouter les haricots et les épices et laisser encore cuire 15 minutes. | Garnir avec la coriandre fraîche et servir avec du riz, des tortillas ou du pain de maïs.",Image non trouvée,https://www.ptitchef.com/recettes/plat/chili-sin-carne-mais-avec-potimarron-fid-28589
Mode Végetarien,Galette de son d'avoine aux petits pois,Autre,66 Kcal,2.15Euros€,(0.27€/part),20 min,45 min,"3oeufs; 1 bol de petits pois surgelés; 1 petit bol de son d'avoine; 2 cuillères à soupe decerfeuilhaché; 50 gr delardonsmaigres taillés en dés, ou autant de tofu fumé; 1/4 de cube de bouillon deboeufou un peu de miso en poudre","Commencer par battre les œufs. Mélanger avec le son d'avoine. La pâte doit être onctueuse, ça se fait au jugé. | Dans le doute, ajouter progressivement le son d'avoine, pour être sûr d'obtenir une pâte ni trop sèche ni trop liquide. | Laisser reposer environ 45 minutes de mon coté.Cuire les petits pois dans de l'eau avec un peu de bicarbonate alimentaire. | Laisser bien égoutter puis ajouter à la pâte, en même temps que le bouillon cube émietté et le cerfeuil haché.Dans une poêle, mettre les lardons à fondre dans un peu d'huile. | Quand les lardons ont un peu cuit, les écarter du feu et verser dans la pâte. Ne pas essuyer la poêle et y verser immédiatement la pâte, en étalant. | Cuire un certain temps à feu moyen.Quand la galette glisse comme une crêpe, la retourner en s'aidant d'une assiette et finir la cuisson à feu doux, en couvrant éventuellement.",Image non trouvée,https://www.ptitchef.com/recettes/autre/galette-de-son-d-avoine-aux-petits-pois-fid-1132374
Mode Végetarien,Pommes dauphines de mamie,Plat,389 Kcal,1.24Euros€,(0.31€/part),10 min,5 min,1 cuillère à soupe de beurre; – 3oeufs; – sel; – 1 verre d’eau; – 1 verre de farine; – 2pommes de terrecuites réduites en purée; – huile pour la friture,"Mettre le verre d ‘eau dans la casserole, le beurre, le sel et la farine. Tièdir doucement, quand la pâte se détache de la casserole, enlever du feu. | Ajouter les œufs un par un puis la purée de pommes de terre. | Verser dans l’huile brûlante (sans panier) des cuillerées de pâte. | Laisser dorer et égouter sur du papier absorbant.",Image non trouvée,https://www.ptitchef.com/recettes/plat/pommes-dauphines-de-mamie-fid-445137
Mode Végetarien,Cuisses de poulet au miel et epices,Plat,316 Kcal,2.86Euros€,(0.95€/part),10 min,40 min,3cuisses de poulet; 1 cuillère à soupe de jus decitron; 1 cuillère à soupe demielliquide; 1/2 cuillère àcaféde 4 épices; 1 cuillère à soupe de sauce soja; 1 peu depimentpoudre ou sauce (si vous aimez piquant,Dépiautez les cuisses de poulet. | Dans un plat à four mélangez tous les autres ingrédients. Mettez vos cuisses de poulet en les badigeonnant de cette préparation et laissez marinez au moins une heure. | Préchauffez votre four à 200° et faites cuire pendant 35 à 40 minutes environ.,Image non trouvée,https://www.ptitchef.com/recettes/plat/cuisses-de-poulet-au-miel-et-epices-fid-328065
Mode Végetarien,Aubergines séchées farcies au riz et boulgour,Plat,480 Kcal,2.07Euros€,(0.69€/part),15 min,50 min,300griz; 100gboulgourgrossier; 1oignon; 2 gousses d'ail; 1 cuillère  à soupe  concentré de tomates ou de poivrons; 2 cuillères  àcaféépices à köfte; 3 cuillères  à soupe  persil; Sel; poivre; 200 ml eau bouillante; huile d'olive,"Préparation des aubergines: La première étape de cette recette consiste à préparer les aubergines séchées avant de les farcir. | Pour cela, faire bouillir une large quantité d'eau. Une fois que l'eau bout, retirer la casserole du feu. Plonger les aubergines séchées et laisser gonfler 20 à 30 minutes. | Égoutter ensuite les aubergines puis les rincer à l'eau claire pour être sûr que toute trace de poussière qui aurait pû se déposer sur les aubergines est bien partie. Réserver. | Préparation de la farce: Dans une sauteuse non adhésive, faire revenir l'oignon émincé dans un filet d'huile d'olive. Ajouter l'ail émincé lui aussi et laisser mijoter jusqu'à ce que l'oignon soit transparent. | Rincer le riz et le boulgour dans l'eau froide puis ajouter à l'oignon. Ajouter le concentré de tomates, les épices à köfte,le persil, le sel et le poivre. Bien mélanger.Ajouter ensuite 200ml eau bouillante sur le riz et laisser mijoter jusqu'à évaporation de l'eau. Retirer du feu.Farcir ensuite chaque aubergine avec un peu de farce, sans tasser et en laissant 1/2 cm en haut pour que le riz puisse gonfler en cuisant. | Dans une grande casserole, déposer les aubergines farcies. Verser de l'eau jusqu'au 2/3 des aubergines. Saler légèrement. Ajouter un filet d'huile d'olive et laisser mijoter à feu doux à couvert 40 à 50 minutes. | Vérifier de temps en temps qu'il reste de l'eau dans le fond de la casserole pour éviter de laisser brûler les aubergines.",https://www.ptitchef.com/imgupl/recipe/aubergines-sechees-farcies-au-riz-et-boulgour--md-239020p383865.jpg,https://www.ptitchef.com/recettes/plat/aubergines-sechees-farcies-au-riz-et-boulgour-etsiz-kuru-patlican-dolmas-fid-292672
Mode Végetarien,"Choux de bruxelles, version gratin",Plat,227 Kcal,Non spécifié,Non spécifié,15 min,35 min,800 g de choux de Bruxelles; 1 verre deboulgour; 1 cuillerée à soupe de flocons de pois cassés; 1 cuillerée à soupe de purée d'amandeblanche; 1 cuillerée à soupe bombée de farine de votre choix; 1 pincée de sel; 1 pointe de muscade râpée; 1/2 litre de lait de soja; 50 g decomté(facultatif),"Nettoyer les choux de Bruxelles et les faire cuire à la vapeur douce 10 minutes environ. Ils restent bien verts et encore croquants. | Pendant ce temps, cuire le boulgour et les flocons de pois cassés avec un verre et demi d'eau froide légèrement salée. Couvrir et laisser cuire à petits bouillons 12 minutes. | Dans une petite casserole, mélanger la purée d'amande, la farine, le sel et la muscade. | Ajouter un petit peu de lait de soja sur feu doux pour bien délayer tous les ingrédients. Ajouter ensuite le reste du lait de soja et chauffer en remuant jusqu'à ce que la sauce épaississe. | Huiler un plat à four. Y verser successivement les choux de Bruxelles en couche serrée, la béchamel puis les céréales cuites. | Pour les gourmands, ajouter du fromage râpé avant d'enfourner 10 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/plat/choux-de-bruxelles-version-gratin-fid-216460
Mode Végetarien,Salade de tomates à la chinoise.,Entrée,39 Kcal,0.5Euros€,(0.25€/part),Non spécifié,Non spécifié,3tomatesde tailles moyennes.; 2 cuillères à café de sauce de soja claire; 1 cuillère àcaféd'huile de sésame; 2 cuillères à café de vinaigre; 1 pincé de sel et un peu depoivre,"Mélangez la sauce avec les tomates coupées en morceaux, conservez au frais avant de servir. | On peut aussi mettre quelques feuilles de coriandre pour avoir plus de saveur.",Image non trouvée,https://www.ptitchef.com/recettes/entree/salade-de-tomates-a-la-chinoise-fid-1328426
Mode Végetarien,Glace au fromage blanc miel & lavande,Dessert,515 Kcal,2.78Euros€,(2.78€/part),Non spécifié,Non spécifié,500 g de fromage blanc; 2 blancs d’oeuf; 3 cuillères à soupe demielde lavande; 20 cl de jus decitron,"Faire chauffer légèrement le miel pour le rendre bien liquide. | Bien battre le fromage blanc avec le jus de citron et le miel. | Battre le blanc d’œuf pour le rendre mousseux. | Mettre la préparation au fromage blanc en sorbetière, ajouter le blanc d’œuf et faire turbiner 30 minutes. | Décorer de fleurs de lavande ou comme ici de pétales de rose confits.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/glace-au-fromage-blanc-miel-lavande-fid-960987
Mode Végetarien,Poivrons rouges farcis au riz,Plat,180 Kcal,13.03Euros€,(2.17€/part),10 min,25 min,6 poivrons rouges; 1oignon; 1piment; 500 g detomates(1 boite de tomates concassées); 2 gousses d'ail; 1 petite botte decoriandre; 1 petite botte de persil; 1 cuillère à café de piment rouge; 1 cuillère à café de cumin; 1 cuillère à café de paprika; sel; huile; 1 bol de riz basmati; 1 oignon; 1 gousse d'ail; 1 petite botte de coriandre; 1 cuillère à café de raz El-hanout; 1 cuillère à café de curcuma; 1 cuillère à café de graines de cumin; sel; huile,"Commencer par la préparation riz. Laver le riz plusieurs fois pour le débarrasser de l'amidon et laisser le tremper 10 minutes. | Pendant ce temps, faire chauffer 2 cuillères à soupe d'huile dans une sauteuse. | Ajouter le cumin en graines et faire revenir quelques secondes pour libérer les parfums. Faire ensuite revenir l'oignon émincé jusqu'à ce qu'il soit tendre. | Ajouter alors l'ail, saler et le reste des épices. Égoutter le riz et l'adjoindre au mélange d'oignons et d'épices. | Ajouter la coriandre hachée et mouiller d'un bol d'eau chaude, couvrir et laisser cuire jusqu'à absorption totale du liquide. | Le riz doit rester ferme. La cuisson se poursuivra dans les poivrons. Une fois cette opération terminée, réserver. | Préparer ensuite la sauce en faisant revenir l'oignon détaillé en dés dans 2 cuillères d'huile. | Ajouter l'ail et les tomates concassées. Saler et assaisonner avec les épices et le piment entier. | Mouiller d'un verre d'eau et laisser cuire à petit feu à couvert. Après 5 minutes, ajouter les herbes hachées. | Retirer le pédoncule des poivrons et élargir éventuellement l'ouverture pour vous permettre de les farcir aisément. | Farcir avec le riz et les faire frire quelques minutes dans un peu d'huile pour les attendrir. | Ajouter les alors à la sauce tomate et laisser cuire 20 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/plat/poivrons-rouges-farcis-au-riz-fid-890863
Mode Végetarien,Tofu saute aux deux pommes,Plat,823 Kcal,7.6Euros€,(1.9€/part),15 min,25 min,"12pommes de terreà chair ferme; 3 belles pommes fruits; 1 morceau detofu(fumé, aux olives, fermenté au shoyu…); 1 belle cuillère à soupe de margarine végétale; 1échaloteépluchée et émincée; 2 cuillères àcaféde romarin; 2 feuilles de laurier; huile d’olive; sel; poivre; facultatif : une petite crème végétale pour la cuisine (riz, amande, soja…)","Commencez par bien laver les pommes de terre et les pommes fruits. Faites cuire les pommes de terre avec leur peau dans un faitout. | Pendant ce temps, coupez les pommes fruits, épépinez-les et coupez les en tranches fines. | Jetez ces morceaux dans une sauteuse avec de la margarine, le laurier, le romarin et l’échalote. Faites colorer sur feu moyen en remuant souvent. | Quand ôtez la sauteuse du feu. A vous de voir, selon que vous préférez les pommes croquantes ou fondantes. | Quand les pommes de terre sont cuites, égouttez-les et coupez-les en morceaux. | Versez-les dans la sauteuse accompagnés du tofu coupé en petits morceaux. Ajoutez 1 à 2 cuillères à soupe d’huile d’olive et laissez 5 minutes sur feu moyen. Salez, poivrez, servez. | Si vous souhaitez obtenir une préparation un peu plus crémeuse, ajoutez une crème de cuisine végétale dans la sauteuse 2 minutes avant de servir.",https://www.ptitchef.com/imgupl/recipe/tofu-saute-aux-deux-pommes--md-349217p565407.jpg,https://www.ptitchef.com/recettes/plat/tofu-saute-aux-deux-pommes-fid-554602
Mode Végetarien,Soupe de lentilles aux légumes et à la citrouille,Plat,313 Kcal,11.26Euros€,(2.81€/part),10 min,30 min,"2 cuillères à soupe d'huile d'olive; 1 petit blanc de poireau, haché; 2 gousses d'ail, hachées; 2 cuillères à café de poudre decurry; 1 cuillère àcaféde cumin en poudre; 1 cuillère à café de garam masala; 1 litre de bouillon delégumes; 1 feuille de laurier fraîche; 185 g de lentilles brunes; 450 g de citrouille, pelée et coupée en cubes de 1 cm; 40 g de tomates concassées en boîte; 2 courgettes, coupées en deux dans la hauteur et émincées; 200 g de brocoli, en fleurettes; 1 petite carotte, coupée en dés; 80 g de petits pois; 1 cuillère à soupe de menthe fraîche hachée; Yaourt épicé; 250 g de yaourt nature; 1 cuillère à soupe de coriandre fraîche hachée; 1 gousse d'ail, hachée; 3 traits de Tabasco","Dans une casserole, cuire le poireau et l'ail avec l'huile à feu moyen 4 à 5 minutes, jusqu'à ce qu'ils soient tendres et dorés. Ajouter les épices, et cuire 1 minute. | Mouiller avec le bouillon, ajouter le laurier, les lentilles et la citrouille, et porter à ébullition. Réduire le feu et laisser mijoter 10 à 15 minutes, jusqu'à ce que les lentilles soient tendres. Saler et poivrer. | Ajouter les tomates, les courgettes, le brocoli et la carotte, mouiller avec 500 ml d'eau et laisser mijoter 10 minutes, jusqu'à ce que le tout soit tendre. | Si désiré, ajouter les petits pois et cuire encore 2 à 3 minutes. Mélanger le yaourt, la coriandre, l'ail et le Tabasco. | Répartir la soupe dans des bols, décorer d'une volute de yaourt épicé et garnir de menthe fraîche.",https://www.ptitchef.com/imgupl/recipe/soupe-de-lentilles-aux-legumes-et-a-la-citrouille--md-342780p555511.jpg,https://www.ptitchef.com/recettes/plat/soupe-de-lentilles-aux-legumes-et-a-la-citrouille-du-lundi-sans-viande-meatless-monday-fid-528653
Mode Végetarien,Cake de citrouille à la farine de lentilles sans gluten,Entrée,225 Kcal,Non spécifié,Non spécifié,10 min,1 heure,100 g  de farine de lentilles vertes; 50 g  de farine de maïs; 50 g de crème de millet; 2 cuillères à soupe de poudre à lever sans gluten; 2oeufs; 2 cuillères à soupe de purée d’amandes; 200 g decitrouillecuite et écrasée; 6 cuillères à soupe de petits pois déjà cuits; 1 cuillère à café ’ailsemoule; sel; poivre,"Pendant que le four préchauffe pour atteindre 150°, mélangez dans une jatte tous les ingrédients secs. | Ajoutez les oeufs, la purée d’amandes, la citrouille et les petits pois. Aillez, salez, poivrez. Mélangez consciencieusement. | Mettre au four pour une bonne heure, à 150°",https://www.ptitchef.com/imgupl/recipe/cake-de-citrouille-a-la-farine-de-lentilles-sans-gluten--md-338095p548560.jpg,https://www.ptitchef.com/recettes/entree/cake-de-citrouille-a-la-farine-de-lentilles-sans-gluten-fid-506720
Mode Végetarien,Salade de betterave à la feta et aux framboises,Entrée,67 Kcal,Non spécifié,Non spécifié,20 min,25 min,2betteraves; une quinzaine deframboises; 2 branches de menthe; 30g defeta; huile d'olive; vinaigre balsamique; un soupçon de vinaigre de vin; sel; poivre du moulin; fleur de sel,"Peler les betteraves et les détailler en rondelles très fines à la mandoline. | Effriter la feta avec les doigts. Effeuiller la menthe et la ciseler. Dans un saladier, préparer la vinaigrette avec de l'huile d'olive, du vinaigre balsamique, du sel et du poivre. | Déposer les rondelles de betteraves dans le saladier, ajouter la feta et les framboises. Parsemer de menthe et de quelques grains de fleur de sel.",Image non trouvée,https://www.ptitchef.com/recettes/entree/les-petites-recettes-du-jardin-salade-de-betterave-a-la-feta-et-aux-framboises-fid-381748
Mode Végetarien,Gratiné de poireaux au chèvre frais sans gluten,Plat,244 Kcal,6.54Euros€,(1.64€/part),15 min,50 min,2 beauxpoireaux; 1 kilo de julienne de légumes surgelés; 1/2oignon; une gousse d'ail; 150 grammes de chèvre frais; Un cube de bouillon saveur olivesbasilic; 2 blancs d’oeuf et deux oeufs entiers; 150 ml de lait de soja; Un mélange de graines; 50 ml de Vin blanc,"Coupez vos poireaux en rondelles pas trop grosses. Nettoyez les dans un égoutteur. | Faîtes revenir l'oignon émincé dans le vin blanc 10 minutes à feu doux et ajoutez ensuite les poireaux , puis le cube de bouillon et 200 ml d'eau. | Veillez à ce que ce dernier se dilue bien et si besoin faîtes bouillir quelques minutes. Ensuite ajoutez la julienne de légumes et laissez cuire à feu doux. | A côté, dans un saladier, mélanger vigoureusement les blancs d’œuf et les œufs entiers comme pour faire une omelette. Ajoutez le chèvre coupé en petit morceaux et le lait de soja. Mélangez bien. | Quand les légumes sont cuits, regardez s'il ne reste pas trop d'eau dans la casserole et égouttez si nécessaire. | Mélangez les 2 préparations. Étalez dans un plat allant au four. | Saupoudrez du mélange de graines et enfournez pour 40 minutes à 200 degrés.",https://www.ptitchef.com/imgupl/recipe/gratine-de-poireaux-au-chevre-frais-sans-gluten--md-194198p296777.jpg,https://www.ptitchef.com/recettes/plat/gratine-de-poireaux-au-chevre-frais-sans-gluten-fid-211320
